 Complex refractive index= 1.300E+00 2.000E-03
 radius= 1.1086E-01 lambda= 2.1414E+05 x= 3.2528E-06

Qext=  1.4907E-08 Qsca=  1.0437E-23 Qabs=  1.4907E-08 <cos>= -0.0000E+00
                 Qbk =  1.2460E-24
  theta       S11           POL           S33           S34
  99.01   2.12212E-35   9.52210E-01  -6.48187E-36  -0.00000E+00
  99.10   2.12313E-35   9.51281E-01  -6.54618E-36  -0.00000E+00
  99.19   2.12416E-35   9.50343E-01  -6.61048E-36  -0.00000E+00
  99.28   2.12519E-35   9.49397E-01  -6.67476E-36  -0.00000E+00
  99.37   2.12623E-35   9.48443E-01  -6.73902E-36  -0.00000E+00
  99.46   2.12728E-35   9.47481E-01  -6.80327E-36  -0.00000E+00
  99.55   2.12834E-35   9.46512E-01  -6.86750E-36  -0.00000E+00
  99.64   2.12941E-35   9.45534E-01  -6.93171E-36  -0.00000E+00
  99.73   2.13049E-35   9.44549E-01  -6.99591E-36  -0.00000E+00
  99.82   2.13158E-35   9.43556E-01  -7.06008E-36  -0.00000E+00
  99.91   2.13268E-35   9.42555E-01  -7.12425E-36  -0.00000E+00
 100.00   2.13379E-35   9.41546E-01  -7.18839E-36  -0.00000E+00
 100.09   2.13491E-35   9.40530E-01  -7.25252E-36  -0.00000E+00
 100.18   2.13604E-35   9.39506E-01  -7.31662E-36  -0.00000E+00
 100.27   2.13717E-35   9.38474E-01  -7.38071E-36  -0.00000E+00
 100.36   2.13832E-35   9.37435E-01  -7.44479E-36  -0.00000E+00
 100.45   2.13948E-35   9.36388E-01  -7.50884E-36  -0.00000E+00
 100.54   2.14065E-35   9.35334E-01  -7.57287E-36  -0.00000E+00
 100.63   2.14182E-35   9.34272E-01  -7.63689E-36  -0.00000E+00
 100.72   2.14301E-35   9.33203E-01  -7.70089E-36  -0.00000E+00
 100.81   2.14420E-35   9.32126E-01  -7.76487E-36  -0.00000E+00
 100.90   2.14541E-35   9.31042E-01  -7.82883E-36  -0.00000E+00
 100.99   2.14662E-35   9.29951E-01  -7.89277E-36  -0.00000E+00
 101.08   2.14784E-35   9.28852E-01  -7.95669E-36  -0.00000E+00
 101.17   2.14908E-35   9.27747E-01  -8.02059E-36  -0.00000E+00
 101.26   2.15032E-35   9.26633E-01  -8.08447E-36  -0.00000E+00
 101.35   2.15157E-35   9.25513E-01  -8.14833E-36  -0.00000E+00
 101.44   2.15283E-35   9.24386E-01  -8.21218E-36  -0.00000E+00
 101.53   2.15410E-35   9.23251E-01  -8.27600E-36  -0.00000E+00
 101.62   2.15539E-35   9.22110E-01  -8.33980E-36  -0.00000E+00
 101.71   2.15668E-35   9.20961E-01  -8.40358E-36  -0.00000E+00
 101.80   2.15797E-35   9.19806E-01  -8.46734E-36  -0.00000E+00
 101.89   2.15928E-35   9.18643E-01  -8.53108E-36  -0.00000E+00
 101.98   2.16060E-35   9.17474E-01  -8.59480E-36  -0.00000E+00
 102.07   2.16193E-35   9.16297E-01  -8.65849E-36  -0.00000E+00
 102.16   2.16326E-35   9.15114E-01  -8.72217E-36  -0.00000E+00
 102.25   2.16461E-35   9.13924E-01  -8.78582E-36  -0.00000E+00
 102.34   2.16597E-35   9.12728E-01  -8.84945E-36  -0.00000E+00
 102.43   2.16733E-35   9.11524E-01  -8.91306E-36  -0.00000E+00
 102.52   2.16870E-35   9.10314E-01  -8.97665E-36  -0.00000E+00
 102.61   2.17009E-35   9.09097E-01  -9.04022E-36  -0.00000E+00
 102.70   2.17148E-35   9.07874E-01  -9.10376E-36  -0.00000E+00
 102.79   2.17288E-35   9.06644E-01  -9.16729E-36  -0.00000E+00
 102.88   2.17429E-35   9.05408E-01  -9.23078E-36  -0.00000E+00
 102.97   2.17571E-35   9.04165E-01  -9.29426E-36  -0.00000E+00
 103.06   2.17714E-35   9.02916E-01  -9.35771E-36  -0.00000E+00
 103.15   2.17858E-35   9.01661E-01  -9.42115E-36  -0.00000E+00
 103.24   2.18003E-35   9.00399E-01  -9.48455E-36  -0.00000E+00
 103.33   2.18148E-35   8.99130E-01  -9.54794E-36  -0.00000E+00
 103.42   2.18295E-35   8.97856E-01  -9.61130E-36  -0.00000E+00
 103.51   2.18442E-35   8.96575E-01  -9.67463E-36  -0.00000E+00
 103.60   2.18591E-35   8.95288E-01  -9.73795E-36  -0.00000E+00
 103.69   2.18740E-35   8.93995E-01  -9.80123E-36  -0.00000E+00
 103.78   2.18890E-35   8.92696E-01  -9.86450E-36  -0.00000E+00
 103.87   2.19041E-35   8.91391E-01  -9.92774E-36  -0.00000E+00
 103.96   2.19193E-35   8.90080E-01  -9.99096E-36  -0.00000E+00
 104.05   2.19346E-35   8.88762E-01  -1.00541E-35  -0.00000E+00
 104.14   2.19500E-35   8.87439E-01  -1.01173E-35  -0.00000E+00
 104.23   2.19655E-35   8.86110E-01  -1.01805E-35  -0.00000E+00
 104.32   2.19811E-35   8.84775E-01  -1.02436E-35  -0.00000E+00
 104.41   2.19967E-35   8.83435E-01  -1.03067E-35  -0.00000E+00
 104.50   2.20125E-35   8.82088E-01  -1.03697E-35  -0.00000E+00
 104.59   2.20283E-35   8.80736E-01  -1.04328E-35  -0.00000E+00
 104.68   2.20442E-35   8.79378E-01  -1.04958E-35  -0.00000E+00
 104.77   2.20602E-35   8.78015E-01  -1.05588E-35  -0.00000E+00
 104.86   2.20763E-35   8.76646E-01  -1.06217E-35  -0.00000E+00
 104.95   2.20925E-35   8.75271E-01  -1.06847E-35  -0.00000E+00
 105.05   2.21088E-35   8.73891E-01  -1.07476E-35  -0.00000E+00
 105.14   2.21252E-35   8.72505E-01  -1.08105E-35  -0.00000E+00
 105.23   2.21416E-35   8.71114E-01  -1.08733E-35  -0.00000E+00
 105.32   2.21582E-35   8.69718E-01  -1.09361E-35  -0.00000E+00
 105.41   2.21748E-35   8.68316E-01  -1.09990E-35  -0.00000E+00
 105.50   2.21915E-35   8.66909E-01  -1.10617E-35  -0.00000E+00
 105.59   2.22083E-35   8.65497E-01  -1.11245E-35  -0.00000E+00
 105.68   2.22252E-35   8.64079E-01  -1.11872E-35  -0.00000E+00
 105.77   2.22422E-35   8.62657E-01  -1.12499E-35  -0.00000E+00
 105.86   2.22593E-35   8.61229E-01  -1.13126E-35  -0.00000E+00
 105.95   2.22764E-35   8.59796E-01  -1.13752E-35  -0.00000E+00
 106.04   2.22937E-35   8.58358E-01  -1.14378E-35  -0.00000E+00
 106.13   2.23110E-35   8.56915E-01  -1.15004E-35  -0.00000E+00
 106.22   2.23284E-35   8.55467E-01  -1.15629E-35  -0.00000E+00
 106.31   2.23459E-35   8.54014E-01  -1.16255E-35  -0.00000E+00
 106.40   2.23635E-35   8.52556E-01  -1.16880E-35  -0.00000E+00
 106.49   2.23812E-35   8.51094E-01  -1.17504E-35  -0.00000E+00
 106.58   2.23989E-35   8.49627E-01  -1.18129E-35  -0.00000E+00
 106.67   2.24168E-35   8.48155E-01  -1.18753E-35  -0.00000E+00
 106.76   2.24347E-35   8.46678E-01  -1.19377E-35  -0.00000E+00
 106.85   2.24527E-35   8.45196E-01  -1.20000E-35  -0.00000E+00
 106.94   2.24708E-35   8.43710E-01  -1.20623E-35  -0.00000E+00
 107.03   2.24890E-35   8.42220E-01  -1.21246E-35  -0.00000E+00
 107.12   2.25073E-35   8.40725E-01  -1.21869E-35  -0.00000E+00
 107.21   2.25257E-35   8.39225E-01  -1.22491E-35  -0.00000E+00
 107.30   2.25441E-35   8.37721E-01  -1.23113E-35  -0.00000E+00
 107.39   2.25626E-35   8.36212E-01  -1.23735E-35  -0.00000E+00
 107.48   2.25812E-35   8.34700E-01  -1.24356E-35  -0.00000E+00
 107.57   2.25999E-35   8.33182E-01  -1.24977E-35  -0.00000E+00
 107.66   2.26187E-35   8.31661E-01  -1.25598E-35  -0.00000E+00
 107.75   2.26376E-35   8.30135E-01  -1.26218E-35  -0.00000E+00
 107.84   2.26565E-35   8.28605E-01  -1.26839E-35  -0.00000E+00
 107.93   2.26755E-35   8.27071E-01  -1.27458E-35  -0.00000E+00
 108.02   2.26946E-35   8.25533E-01  -1.28078E-35  -0.00000E+00
 108.11   2.27138E-35   8.23991E-01  -1.28697E-35  -0.00000E+00
 108.20   2.27331E-35   8.22445E-01  -1.29316E-35  -0.00000E+00
 108.29   2.27525E-35   8.20895E-01  -1.29935E-35  -0.00000E+00
 108.38   2.27719E-35   8.19341E-01  -1.30553E-35  -0.00000E+00
 108.47   2.27914E-35   8.17783E-01  -1.31171E-35  -0.00000E+00
 108.56   2.28110E-35   8.16221E-01  -1.31789E-35  -0.00000E+00
 108.65   2.28307E-35   8.14655E-01  -1.32406E-35  -0.00000E+00
 108.74   2.28505E-35   8.13086E-01  -1.33023E-35  -0.00000E+00
 108.83   2.28703E-35   8.11513E-01  -1.33639E-35  -0.00000E+00
 108.92   2.28903E-35   8.09936E-01  -1.34256E-35  -0.00000E+00
 109.01   2.29103E-35   8.08355E-01  -1.34872E-35  -0.00000E+00
 109.10   2.29304E-35   8.06771E-01  -1.35487E-35  -0.00000E+00
 109.19   2.29505E-35   8.05184E-01  -1.36103E-35  -0.00000E+00
 109.28   2.29708E-35   8.03592E-01  -1.36718E-35  -0.00000E+00
 109.37   2.29911E-35   8.01998E-01  -1.37332E-35  -0.00000E+00
 109.46   2.30115E-35   8.00400E-01  -1.37946E-35  -0.00000E+00
 109.55   2.30320E-35   7.98798E-01  -1.38560E-35  -0.00000E+00
 109.64   2.30526E-35   7.97193E-01  -1.39174E-35  -0.00000E+00
 109.73   2.30732E-35   7.95585E-01  -1.39787E-35  -0.00000E+00
 109.82   2.30940E-35   7.93974E-01  -1.40400E-35  -0.00000E+00
 109.91   2.31148E-35   7.92359E-01  -1.41013E-35  -0.00000E+00
 110.00   2.31357E-35   7.90741E-01  -1.41625E-35  -0.00000E+00
 110.09   2.31566E-35   7.89121E-01  -1.42237E-35  -0.00000E+00
 110.18   2.31777E-35   7.87497E-01  -1.42848E-35  -0.00000E+00
 110.27   2.31988E-35   7.85869E-01  -1.43460E-35  -0.00000E+00
 110.36   2.32200E-35   7.84239E-01  -1.44070E-35  -0.00000E+00
 110.45   2.32413E-35   7.82606E-01  -1.44681E-35  -0.00000E+00
 110.54   2.32626E-35   7.80970E-01  -1.45291E-35  -0.00000E+00
 110.63   2.32840E-35   7.79331E-01  -1.45901E-35  -0.00000E+00
 110.72   2.33055E-35   7.77689E-01  -1.46510E-35  -0.00000E+00
 110.81   2.33271E-35   7.76045E-01  -1.47119E-35  -0.00000E+00
 110.90   2.33488E-35   7.74397E-01  -1.47728E-35  -0.00000E+00
 110.99   2.33705E-35   7.72747E-01  -1.48336E-35  -0.00000E+00
 111.08   2.33923E-35   7.71094E-01  -1.48944E-35  -0.00000E+00
 111.17   2.34142E-35   7.69439E-01  -1.49551E-35  -0.00000E+00
 111.26   2.34362E-35   7.67781E-01  -1.50159E-35  -0.00000E+00
 111.35   2.34582E-35   7.66120E-01  -1.50765E-35  -0.00000E+00
 111.44   2.34803E-35   7.64457E-01  -1.51372E-35  -0.00000E+00
 111.53   2.35025E-35   7.62791E-01  -1.51978E-35  -0.00000E+00
 111.62   2.35248E-35   7.61123E-01  -1.52584E-35  -0.00000E+00
 111.71   2.35471E-35   7.59452E-01  -1.53189E-35  -0.00000E+00
 111.80   2.35696E-35   7.57779E-01  -1.53794E-35  -0.00000E+00
 111.89   2.35920E-35   7.56104E-01  -1.54399E-35  -0.00000E+00
 111.98   2.36146E-35   7.54426E-01  -1.55003E-35  -0.00000E+00
 112.07   2.36372E-35   7.52746E-01  -1.55607E-35  -0.00000E+00
 112.16   2.36599E-35   7.51064E-01  -1.56210E-35  -0.00000E+00
 112.25   2.36827E-35   7.49380E-01  -1.56813E-35  -0.00000E+00
 112.34   2.37056E-35   7.47693E-01  -1.57416E-35  -0.00000E+00
 112.43   2.37285E-35   7.46004E-01  -1.58018E-35  -0.00000E+00
 112.52   2.37515E-35   7.44314E-01  -1.58620E-35  -0.00000E+00
 112.61   2.37746E-35   7.42621E-01  -1.59221E-35  -0.00000E+00
 112.70   2.37977E-35   7.40926E-01  -1.59822E-35  -0.00000E+00
 112.79   2.38209E-35   7.39230E-01  -1.60423E-35  -0.00000E+00
 112.88   2.38442E-35   7.37531E-01  -1.61023E-35  -0.00000E+00
 112.97   2.38676E-35   7.35831E-01  -1.61623E-35  -0.00000E+00
 113.06   2.38910E-35   7.34128E-01  -1.62223E-35  -0.00000E+00
 113.15   2.39145E-35   7.32424E-01  -1.62822E-35  -0.00000E+00
 113.24   2.39381E-35   7.30718E-01  -1.63420E-35  -0.00000E+00
 113.33   2.39617E-35   7.29011E-01  -1.64019E-35  -0.00000E+00
 113.42   2.39854E-35   7.27301E-01  -1.64616E-35  -0.00000E+00
 113.51   2.40092E-35   7.25590E-01  -1.65214E-35  -0.00000E+00
 113.60   2.40331E-35   7.23878E-01  -1.65811E-35  -0.00000E+00
 113.69   2.40570E-35   7.22164E-01  -1.66408E-35  -0.00000E+00
 113.78   2.40810E-35   7.20448E-01  -1.67004E-35  -0.00000E+00
 113.87   2.41051E-35   7.18731E-01  -1.67600E-35  -0.00000E+00
 113.96   2.41292E-35   7.17012E-01  -1.68195E-35  -0.00000E+00
 114.05   2.41534E-35   7.15292E-01  -1.68790E-35  -0.00000E+00
 114.14   2.41776E-35   7.13570E-01  -1.69385E-35  -0.00000E+00
 114.23   2.42020E-35   7.11847E-01  -1.69979E-35  -0.00000E+00
 114.32   2.42264E-35   7.10123E-01  -1.70573E-35  -0.00000E+00
 114.41   2.42509E-35   7.08397E-01  -1.71166E-35  -0.00000E+00
 114.50   2.42754E-35   7.06670E-01  -1.71759E-35  -0.00000E+00
 114.59   2.43000E-35   7.04942E-01  -1.72351E-35  -0.00000E+00
 114.68   2.43247E-35   7.03213E-01  -1.72943E-35  -0.00000E+00
 114.77   2.43494E-35   7.01483E-01  -1.73535E-35  -0.00000E+00
 114.86   2.43742E-35   6.99751E-01  -1.74126E-35  -0.00000E+00
 114.95   2.43991E-35   6.98018E-01  -1.74717E-35  -0.00000E+00
 115.05   2.44240E-35   6.96285E-01  -1.75307E-35  -0.00000E+00
 115.14   2.44490E-35   6.94550E-01  -1.75897E-35  -0.00000E+00
 115.23   2.44741E-35   6.92814E-01  -1.76487E-35  -0.00000E+00
 115.32   2.44992E-35   6.91078E-01  -1.77076E-35  -0.00000E+00
 115.41   2.45244E-35   6.89340E-01  -1.77664E-35  -0.00000E+00
 115.50   2.45497E-35   6.87601E-01  -1.78252E-35  -0.00000E+00
 115.59   2.45750E-35   6.85862E-01  -1.78840E-35  -0.00000E+00
 115.68   2.46004E-35   6.84122E-01  -1.79427E-35  -0.00000E+00
 115.77   2.46258E-35   6.82381E-01  -1.80014E-35  -0.00000E+00
 115.86   2.46514E-35   6.80639E-01  -1.80600E-35  -0.00000E+00
 115.95   2.46769E-35   6.78897E-01  -1.81186E-35  -0.00000E+00
 116.04   2.47026E-35   6.77154E-01  -1.81772E-35  -0.00000E+00
 116.13   2.47283E-35   6.75410E-01  -1.82357E-35  -0.00000E+00
 116.22   2.47541E-35   6.73666E-01  -1.82941E-35  -0.00000E+00
 116.31   2.47799E-35   6.71921E-01  -1.83526E-35  -0.00000E+00
 116.40   2.48058E-35   6.70175E-01  -1.84109E-35  -0.00000E+00
 116.49   2.48317E-35   6.68429E-01  -1.84692E-35  -0.00000E+00
 116.58   2.48578E-35   6.66683E-01  -1.85275E-35  -0.00000E+00
 116.67   2.48838E-35   6.64936E-01  -1.85858E-35  -0.00000E+00
 116.76   2.49100E-35   6.63189E-01  -1.86439E-35  -0.00000E+00
 116.85   2.49362E-35   6.61441E-01  -1.87021E-35  -0.00000E+00
 116.94   2.49625E-35   6.59693E-01  -1.87602E-35  -0.00000E+00
 117.03   2.49888E-35   6.57944E-01  -1.88182E-35  -0.00000E+00
 117.12   2.50152E-35   6.56195E-01  -1.88762E-35  -0.00000E+00
 117.21   2.50416E-35   6.54446E-01  -1.89342E-35  -0.00000E+00
 117.30   2.50681E-35   6.52697E-01  -1.89921E-35  -0.00000E+00
 117.39   2.50947E-35   6.50947E-01  -1.90499E-35  -0.00000E+00
 117.48   2.51213E-35   6.49198E-01  -1.91077E-35  -0.00000E+00
 117.57   2.51480E-35   6.47448E-01  -1.91655E-35  -0.00000E+00
 117.66   2.51747E-35   6.45698E-01  -1.92232E-35  -0.00000E+00
 117.75   2.52015E-35   6.43948E-01  -1.92809E-35  -0.00000E+00
 117.84   2.52284E-35   6.42198E-01  -1.93385E-35  -0.00000E+00
 117.93   2.52553E-35   6.40447E-01  -1.93961E-35  -0.00000E+00
 118.02   2.52822E-35   6.38697E-01  -1.94536E-35  -0.00000E+00
 118.11   2.53093E-35   6.36947E-01  -1.95111E-35  -0.00000E+00
 118.20   2.53364E-35   6.35197E-01  -1.95685E-35  -0.00000E+00
 118.29   2.53635E-35   6.33447E-01  -1.96259E-35  -0.00000E+00
 118.38   2.53907E-35   6.31697E-01  -1.96832E-35  -0.00000E+00
 118.47   2.54179E-35   6.29948E-01  -1.97405E-35  -0.00000E+00
 118.56   2.54452E-35   6.28198E-01  -1.97978E-35  -0.00000E+00
 118.65   2.54726E-35   6.26449E-01  -1.98550E-35  -0.00000E+00
 118.74   2.55000E-35   6.24699E-01  -1.99121E-35  -0.00000E+00
 118.83   2.55275E-35   6.22951E-01  -1.99692E-35  -0.00000E+00
 118.92   2.55550E-35   6.21202E-01  -2.00262E-35  -0.00000E+00
 119.01   2.55826E-35   6.19454E-01  -2.00832E-35  -0.00000E+00
 119.10   2.56103E-35   6.17706E-01  -2.01401E-35  -0.00000E+00
 119.19   2.56380E-35   6.15958E-01  -2.01970E-35  -0.00000E+00
 119.28   2.56657E-35   6.14211E-01  -2.02539E-35  -0.00000E+00
 119.37   2.56935E-35   6.12464E-01  -2.03107E-35  -0.00000E+00
 119.46   2.57213E-35   6.10718E-01  -2.03674E-35  -0.00000E+00
 119.55   2.57493E-35   6.08972E-01  -2.04241E-35  -0.00000E+00
 119.64   2.57772E-35   6.07226E-01  -2.04807E-35  -0.00000E+00
 119.73   2.58052E-35   6.05482E-01  -2.05373E-35  -0.00000E+00
 119.82   2.58333E-35   6.03737E-01  -2.05939E-35  -0.00000E+00
 119.91   2.58614E-35   6.01994E-01  -2.06503E-35  -0.00000E+00
 120.00   2.58896E-35   6.00250E-01  -2.07068E-35  -0.00000E+00
 120.09   2.59178E-35   5.98508E-01  -2.07632E-35  -0.00000E+00
 120.18   2.59460E-35   5.96766E-01  -2.08195E-35  -0.00000E+00
 120.27   2.59744E-35   5.95025E-01  -2.08758E-35  -0.00000E+00
 120.36   2.60027E-35   5.93284E-01  -2.09320E-35  -0.00000E+00
 120.45   2.60311E-35   5.91545E-01  -2.09882E-35  -0.00000E+00
 120.54   2.60596E-35   5.89806E-01  -2.10443E-35  -0.00000E+00
 120.63   2.60881E-35   5.88068E-01  -2.11004E-35  -0.00000E+00
 120.72   2.61167E-35   5.86330E-01  -2.11564E-35  -0.00000E+00
 120.81   2.61453E-35   5.84594E-01  -2.12124E-35  -0.00000E+00
 120.90   2.61740E-35   5.82858E-01  -2.12683E-35  -0.00000E+00
 120.99   2.62027E-35   5.81123E-01  -2.13242E-35  -0.00000E+00
 121.08   2.62315E-35   5.79389E-01  -2.13800E-35  -0.00000E+00
 121.17   2.62603E-35   5.77656E-01  -2.14357E-35  -0.00000E+00
 121.26   2.62891E-35   5.75924E-01  -2.14914E-35  -0.00000E+00
 121.35   2.63180E-35   5.74193E-01  -2.15471E-35  -0.00000E+00
 121.44   2.63470E-35   5.72463E-01  -2.16027E-35  -0.00000E+00
 121.53   2.63760E-35   5.70733E-01  -2.16582E-35  -0.00000E+00
 121.62   2.64050E-35   5.69005E-01  -2.17137E-35  -0.00000E+00
 121.71   2.64341E-35   5.67278E-01  -2.17692E-35  -0.00000E+00
 121.80   2.64632E-35   5.65552E-01  -2.18246E-35  -0.00000E+00
 121.89   2.64924E-35   5.63828E-01  -2.18799E-35  -0.00000E+00
 121.98   2.65216E-35   5.62104E-01  -2.19352E-35  -0.00000E+00
 122.07   2.65509E-35   5.60381E-01  -2.19904E-35  -0.00000E+00
 122.16   2.65802E-35   5.58660E-01  -2.20456E-35  -0.00000E+00
 122.25   2.66096E-35   5.56940E-01  -2.21007E-35  -0.00000E+00
 122.34   2.66390E-35   5.55221E-01  -2.21557E-35  -0.00000E+00
 122.43   2.66684E-35   5.53503E-01  -2.22107E-35  -0.00000E+00
 122.52   2.66979E-35   5.51787E-01  -2.22657E-35  -0.00000E+00
 122.61   2.67275E-35   5.50071E-01  -2.23206E-35  -0.00000E+00
 122.70   2.67571E-35   5.48357E-01  -2.23754E-35  -0.00000E+00
 122.79   2.67867E-35   5.46645E-01  -2.24302E-35  -0.00000E+00
 122.88   2.68163E-35   5.44934E-01  -2.24849E-35  -0.00000E+00
 122.97   2.68460E-35   5.43224E-01  -2.25396E-35  -0.00000E+00
 123.06   2.68758E-35   5.41515E-01  -2.25942E-35  -0.00000E+00
 123.15   2.69056E-35   5.39808E-01  -2.26488E-35  -0.00000E+00
 123.24   2.69354E-35   5.38102E-01  -2.27033E-35  -0.00000E+00
 123.33   2.69653E-35   5.36398E-01  -2.27577E-35  -0.00000E+00
 123.42   2.69952E-35   5.34696E-01  -2.28121E-35  -0.00000E+00
 123.51   2.70251E-35   5.32994E-01  -2.28665E-35  -0.00000E+00
 123.60   2.70551E-35   5.31294E-01  -2.29208E-35  -0.00000E+00
 123.69   2.70852E-35   5.29596E-01  -2.29750E-35  -0.00000E+00
 123.78   2.71152E-35   5.27899E-01  -2.30291E-35  -0.00000E+00
 123.87   2.71453E-35   5.26204E-01  -2.30833E-35  -0.00000E+00
 123.96   2.71755E-35   5.24511E-01  -2.31373E-35  -0.00000E+00
 124.05   2.72057E-35   5.22819E-01  -2.31913E-35  -0.00000E+00
 124.14   2.72359E-35   5.21128E-01  -2.32452E-35  -0.00000E+00
 124.23   2.72662E-35   5.19439E-01  -2.32991E-35  -0.00000E+00
 124.32   2.72965E-35   5.17752E-01  -2.33530E-35  -0.00000E+00
 124.41   2.73268E-35   5.16067E-01  -2.34067E-35  -0.00000E+00
 124.50   2.73572E-35   5.14383E-01  -2.34604E-35  -0.00000E+00
 124.59   2.73876E-35   5.12701E-01  -2.35141E-35  -0.00000E+00
 124.68   2.74180E-35   5.11021E-01  -2.35677E-35  -0.00000E+00
 124.77   2.74485E-35   5.09342E-01  -2.36212E-35  -0.00000E+00
 124.86   2.74790E-35   5.07666E-01  -2.36747E-35  -0.00000E+00
 124.95   2.75096E-35   5.05990E-01  -2.37281E-35  -0.00000E+00
 125.05   2.75402E-35   5.04317E-01  -2.37814E-35  -0.00000E+00
 125.14   2.75708E-35   5.02646E-01  -2.38347E-35  -0.00000E+00
 125.23   2.76015E-35   5.00976E-01  -2.38880E-35  -0.00000E+00
 125.32   2.76321E-35   4.99308E-01  -2.39412E-35  -0.00000E+00
 125.41   2.76629E-35   4.97643E-01  -2.39943E-35  -0.00000E+00
 125.50   2.76936E-35   4.95978E-01  -2.40473E-35  -0.00000E+00
 125.59   2.77244E-35   4.94316E-01  -2.41004E-35  -0.00000E+00
 125.68   2.77553E-35   4.92656E-01  -2.41533E-35  -0.00000E+00
 125.77   2.77861E-35   4.90998E-01  -2.42062E-35  -0.00000E+00
 125.86   2.78170E-35   4.89341E-01  -2.42590E-35  -0.00000E+00
 125.95   2.78479E-35   4.87687E-01  -2.43118E-35  -0.00000E+00
 126.04   2.78789E-35   4.86035E-01  -2.43645E-35  -0.00000E+00
 126.13   2.79099E-35   4.84384E-01  -2.44171E-35  -0.00000E+00
 126.22   2.79409E-35   4.82736E-01  -2.44697E-35  -0.00000E+00
 126.31   2.79719E-35   4.81089E-01  -2.45222E-35  -0.00000E+00
 126.40   2.80030E-35   4.79445E-01  -2.45747E-35  -0.00000E+00
 126.49   2.80341E-35   4.77802E-01  -2.46271E-35  -0.00000E+00
 126.58   2.80653E-35   4.76162E-01  -2.46794E-35  -0.00000E+00
 126.67   2.80965E-35   4.74524E-01  -2.47317E-35  -0.00000E+00
 126.76   2.81277E-35   4.72888E-01  -2.47839E-35  -0.00000E+00
 126.85   2.81589E-35   4.71254E-01  -2.48361E-35  -0.00000E+00
 126.94   2.81901E-35   4.69622E-01  -2.48882E-35  -0.00000E+00
 127.03   2.82214E-35   4.67992E-01  -2.49402E-35  -0.00000E+00
 127.12   2.82527E-35   4.66364E-01  -2.49922E-35  -0.00000E+00
 127.21   2.82841E-35   4.64739E-01  -2.50441E-35  -0.00000E+00
 127.30   2.83155E-35   4.63116E-01  -2.50959E-35  -0.00000E+00
 127.39   2.83469E-35   4.61494E-01  -2.51477E-35  -0.00000E+00
 127.48   2.83783E-35   4.59875E-01  -2.51994E-35  -0.00000E+00
 127.57   2.84097E-35   4.58259E-01  -2.52511E-35  -0.00000E+00
 127.66   2.84412E-35   4.56644E-01  -2.53027E-35  -0.00000E+00
 127.75   2.84727E-35   4.55032E-01  -2.53542E-35  -0.00000E+00
 127.84   2.85042E-35   4.53422E-01  -2.54057E-35  -0.00000E+00
 127.93   2.85358E-35   4.51814E-01  -2.54571E-35  -0.00000E+00
 128.02   2.85674E-35   4.50209E-01  -2.55085E-35  -0.00000E+00
 128.11   2.85990E-35   4.48606E-01  -2.55598E-35  -0.00000E+00
 128.20   2.86306E-35   4.47005E-01  -2.56110E-35  -0.00000E+00
 128.29   2.86623E-35   4.45406E-01  -2.56621E-35  -0.00000E+00
 128.38   2.86939E-35   4.43810E-01  -2.57132E-35  -0.00000E+00
 128.47   2.87256E-35   4.42216E-01  -2.57643E-35  -0.00000E+00
 128.56   2.87574E-35   4.40625E-01  -2.58152E-35  -0.00000E+00
 128.65   2.87891E-35   4.39035E-01  -2.58661E-35  -0.00000E+00
 128.74   2.88209E-35   4.37449E-01  -2.59170E-35  -0.00000E+00
 128.83   2.88527E-35   4.35864E-01  -2.59677E-35  -0.00000E+00
 128.92   2.88845E-35   4.34282E-01  -2.60185E-35  -0.00000E+00
 129.01   2.89163E-35   4.32703E-01  -2.60691E-35  -0.00000E+00
 129.10   2.89482E-35   4.31125E-01  -2.61197E-35  -0.00000E+00
 129.19   2.89800E-35   4.29551E-01  -2.61702E-35  -0.00000E+00
 129.28   2.90119E-35   4.27978E-01  -2.62207E-35  -0.00000E+00
 129.37   2.90438E-35   4.26409E-01  -2.62710E-35  -0.00000E+00
 129.46   2.90758E-35   4.24841E-01  -2.63214E-35  -0.00000E+00
 129.55   2.91077E-35   4.23276E-01  -2.63716E-35  -0.00000E+00
 129.64   2.91397E-35   4.21714E-01  -2.64218E-35  -0.00000E+00
 129.73   2.91717E-35   4.20154E-01  -2.64720E-35  -0.00000E+00
 129.82   2.92037E-35   4.18597E-01  -2.65220E-35  -0.00000E+00
 129.91   2.92358E-35   4.17042E-01  -2.65720E-35  -0.00000E+00
 130.00   2.92678E-35   4.15489E-01  -2.66219E-35  -0.00000E+00
 130.09   2.92999E-35   4.13939E-01  -2.66718E-35  -0.00000E+00
 130.18   2.93320E-35   4.12392E-01  -2.67216E-35  -0.00000E+00
 130.27   2.93641E-35   4.10847E-01  -2.67713E-35  -0.00000E+00
 130.36   2.93962E-35   4.09305E-01  -2.68210E-35  -0.00000E+00
 130.45   2.94283E-35   4.07766E-01  -2.68706E-35  -0.00000E+00
 130.54   2.94605E-35   4.06229E-01  -2.69201E-35  -0.00000E+00
 130.63   2.94926E-35   4.04694E-01  -2.69696E-35  -0.00000E+00
 130.72   2.95248E-35   4.03162E-01  -2.70190E-35  -0.00000E+00
 130.81   2.95570E-35   4.01633E-01  -2.70683E-35  -0.00000E+00
 130.90   2.95892E-35   4.00106E-01  -2.71176E-35  -0.00000E+00
